SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban
1187,5,3,1957,132828.81413178446,False,True,False
1379,3,1,1960,84493.6913127725,False,False,True
1492,3,1,2019,53360.86540604882,False,True,False
2064,2,3,1958,296199.3496255564,True,False,False
2180,4,1,1951,273924.557395998,False,False,True
1014,3,3,1981,204340.7258965054,False,False,True
2836,3,3,2000,228582.09695971967,False,False,True
1064,4,2,1986,237384.3466275038,False,True,False
2880,5,2,1955,312245.8679787154,True,False,False
2862,3,3,1961,219408.6249604324,False,False,True
1520,2,1,2003,201334.94160447217,True,False,False
2367,3,2,1995,221413.5776081872,False,True,False
2152,3,1,1982,306839.62194227794,True,False,False
1647,2,3,1967,126756.3572316613,False,False,True
2495,5,1,1987,328702.8347369156,False,False,True
2086,2,1,2008,141074.02839361285,False,True,False
2162,2,3,1956,220712.46134879728,True,False,False
2522,4,2,1964,319176.8398973249,False,False,True
1592,3,2,1950,245299.2098929523,False,True,False
1391,5,1,1995,51154.13113008726,True,False,False
2698,3,3,1981,314018.0283390546,False,False,True
1418,5,3,1998,222904.25800629333,False,True,False
1288,2,2,1959,115697.77821526628,False,True,False
1378,4,3,1966,140714.77037514705,False,True,False
2796,2,3,1969,178353.14814536367,False,True,False
2513,3,1,2000,280022.0311214733,False,True,False
1230,4,1,1971,136418.4807787985,True,False,False
2017,4,2,1969,195803.9703359068,False,False,True
1040,3,2,2014,98933.439065306,True,False,False
2051,5,1,1953,185052.5631740863,False,True,False
1134,4,3,2003,160764.43940877952,False,False,True
1200,5,3,2014,156394.27348181067,False,True,False
2863,5,1,2000,333464.1490294491,False,True,False
1779,5,1,1960,211994.3281859909,False,False,True
1929,4,1,1976,252779.69087222763,True,False,False
2056,2,1,1975,288750.4043072761,False,False,True
2071,4,3,1966,185482.06063162317,True,False,False
1502,2,3,1991,119671.3689479028,False,True,False
1406,4,2,1997,148891.4193350198,False,True,False
2597,2,1,1982,235810.22355681533,True,False,False
2751,2,2,2010,357765.11724448414,False,True,False
1804,4,3,1978,216771.35995628755,True,False,False
1098,5,2,2012,102580.49836622812,True,False,False
1683,5,3,1986,208774.14233121456,False,False,True
2895,2,3,2005,302454.6401474587,False,True,False
1725,3,2,1965,208558.78172335384,False,False,True
2570,3,2,2005,276434.5399454463,False,False,True
1960,4,1,1991,220786.7119550845,False,True,False
2762,4,3,1973,354268.47524739604,False,False,True
1612,4,1,2018,142420.97226095255,False,True,False
2966,3,1,1980,299146.59537507093,False,True,False
2485,5,3,1960,321647.4526525699,False,False,True
1642,4,2,1951,216976.90806023663,False,True,False
2792,4,1,2020,243179.70337319985,False,True,False
2028,5,1,1984,184210.77355558556,False,True,False
2241,2,3,2011,175779.56815188617,False,True,False
1502,4,2,2003,162271.08640489963,False,False,True
1766,3,2,2018,240727.03972085557,True,False,False
1397,3,1,2000,186900.94639311853,False,False,True
1870,4,3,1958,208692.1497994106,True,False,False
1794,3,1,1963,114333.69387419586,True,False,False
1392,5,2,2005,225281.32417764855,True,False,False
1206,2,1,1983,110852.45257182162,False,True,False
2038,2,3,1950,206119.18171087175,True,False,False
2881,4,1,1987,292218.3734233528,False,True,False
2577,4,2,1966,209166.2973385366,False,True,False
1891,2,3,1965,283220.10867648444,False,True,False
2484,2,3,1997,354538.82144245284,False,False,True
2714,4,3,1999,290954.49181524914,True,False,False
2598,3,3,2020,207377.55545532453,False,False,True
1863,4,3,1990,267934.0925699399,False,True,False
1742,5,1,1993,235034.89983819608,False,False,True
2264,4,3,1964,246611.88309182983,False,True,False
1563,4,2,2010,314867.65157339314,False,False,True
2020,4,3,1999,278092.75713699666,False,True,False
1095,4,2,2001,88443.38397499491,False,True,False
2923,4,2,2001,235396.4544878884,False,False,True
2757,4,2,1985,280503.8129283642,False,True,False
1484,3,2,1982,273072.3372618648,True,False,False
2430,4,2,1994,252666.84831969367,False,False,True
1230,2,1,1951,133914.40680878342,False,False,True
1748,4,2,1950,142717.8302268369,False,True,False
2678,3,2,2019,266197.0443802551,False,False,True
2194,5,2,1996,245433.69445927496,True,False,False
1540,2,1,2013,177796.40298151918,False,False,True
2059,4,3,1967,226582.27427106167,True,False,False
1524,4,2,2003,170745.4653213651,False,False,True
2183,2,1,1984,194059.37069774355,True,False,False
2862,4,1,2008,347187.40927735553,False,False,True
2722,3,1,1985,345978.9788809702,True,False,False
2266,4,3,1975,323981.5079872238,False,True,False
2109,5,1,1994,185909.90163690777,False,False,True
2819,3,2,2018,231642.41525201904,False,False,True
1577,4,2,1979,181472.0115124785,True,False,False
1681,5,2,1982,247683.3818141536,False,False,True
1556,2,3,1972,174119.77971258396,True,False,False
2597,3,1,1970,249931.38186463085,False,True,False
2976,4,2,2012,352084.04725339817,True,False,False
2012,4,2,2019,356256.91027704417,False,False,True
1645,2,2,2017,115738.60239613194,False,True,False
1795,2,3,1985,265399.2764300769,True,False,False
2051,3,2,1986,205543.4524987724,True,False,False
2643,3,1,1950,248155.87168453963,False,True,False
2579,3,1,1975,318796.39679075696,False,False,True
2363,4,3,1991,254479.2559878204,False,False,True
2821,4,3,1989,248782.21694158544,False,False,True
2981,3,3,2002,320922.1761831169,False,True,False
2354,4,1,2011,265274.0039736152,True,False,False
2663,2,3,1993,283301.9362070697,False,True,False
2529,5,3,1985,291195.67134809634,True,False,False
2371,4,1,1953,240277.00975870187,False,True,False
2496,3,2,1970,316708.5953854667,True,False,False
2254,4,3,1966,267724.6993464473,True,False,False
1189,2,2,1965,52033.75929268488,False,True,False
2248,3,2,1990,157260.98352993536,False,True,False
2408,5,2,2004,349887.387165537,False,True,False
2400,3,2,2006,302581.5244158059,True,False,False
2306,3,3,2015,267740.4346651604,False,True,False
2981,3,3,1987,296942.7544003423,True,False,False
1632,4,3,2005,211665.6221785599,True,False,False
1627,5,1,1986,240462.67775685625,False,True,False
1972,2,1,1999,221900.77310879892,False,False,True
2768,4,2,2004,337510.5084427254,False,False,True
2282,5,1,1950,351438.5468115283,True,False,False
2382,5,2,2014,207718.7411877128,True,False,False
1709,4,2,2014,187379.39012426996,False,False,True
2479,3,3,1993,325104.8263530242,True,False,False
2434,5,3,1961,234064.51365009736,False,False,True
1648,2,1,2002,168976.49535597963,True,False,False
1317,4,3,2010,72491.39025921248,True,False,False
2700,5,1,1962,397825.33643637935,False,True,False
2248,2,3,1991,224680.0524200836,False,False,True
2842,2,3,1995,297609.7185248232,True,False,False
2257,2,1,1991,211357.56307458412,False,False,True
1683,2,2,1965,191156.38414084716,False,True,False
1663,4,1,1993,198444.2855472129,False,False,True
2998,2,3,2019,227602.84522047613,True,False,False
2850,4,2,1965,227374.5843014784,False,False,True
2397,2,3,1971,311492.246607957,False,True,False
2695,2,3,1984,341035.6518169741,False,False,True
2631,4,3,1998,329215.4127322002,False,False,True
2495,3,2,2020,189722.8949577994,False,False,True
2256,5,3,2013,315304.2483174342,False,False,True
2715,5,1,1980,229019.4794959325,True,False,False
2136,4,1,1950,218041.2170573715,False,False,True
2853,2,1,1974,256367.864328076,False,True,False
2520,4,2,1969,427589.0870411169,False,False,True
1441,2,1,1957,161116.81865195103,False,True,False
1563,4,3,2013,182494.88596722667,False,True,False
2291,5,2,1965,276165.905109651,False,True,False
2533,4,3,2004,314516.6129790323,False,True,False
2830,5,3,1975,272012.265169515,True,False,False
2409,5,3,2014,342249.54232187086,False,False,True
2410,5,1,1977,258023.51102204097,False,False,True
2136,4,1,1995,115459.88197304336,True,False,False
2636,3,2,2003,240419.9739043436,False,False,True
2648,4,2,2003,388951.7892392383,True,False,False
1951,4,1,2021,250119.2128528494,False,True,False
2104,3,1,1998,210586.97653456448,False,False,True
1698,3,3,1995,234243.624414166,False,True,False
1112,5,1,1950,69293.96649206044,False,False,True
1001,2,3,1993,163837.68243703258,False,False,True
1641,2,1,1953,252127.9862511156,False,False,True
1219,5,3,1980,117989.35682972187,False,True,False
2589,4,1,1964,313948.4453118486,True,False,False
1854,2,1,1950,254919.27518581905,False,True,False
2759,4,2,2021,197521.82717092487,True,False,False
2248,3,2,1955,198494.040257516,False,False,True
1384,3,3,1976,152204.7558913935,False,False,True
2426,5,2,1975,308529.3077393932,False,False,True
2661,4,2,2015,308854.90099919715,False,False,True
2153,5,1,1962,246860.55002366885,False,True,False
2076,2,3,2020,225867.2386279585,True,False,False
2707,2,2,1983,249678.22890096117,True,False,False
1729,2,2,1982,108636.47522678511,True,False,False
2695,4,1,1989,299818.56075223465,False,False,True
2733,5,1,1992,290094.597001723,False,True,False
2439,5,1,1956,272077.872708492,False,False,True
1246,2,3,1988,130941.48294297824,True,False,False
1835,5,1,2015,241849.2414576917,False,True,False
2462,3,3,1985,206273.30005677108,False,True,False
1202,3,1,2013,155086.4598591631,False,False,True
2207,3,2,1953,169742.87033019328,False,True,False
1122,3,3,1971,148324.403196361,False,True,False
1400,5,1,2020,184460.04344561708,False,True,False
1766,3,1,1953,138095.4799175649,False,False,True
1293,3,2,2013,205414.9104558009,False,False,True
1279,3,2,1971,183265.3989623526,False,True,False
2860,3,2,2011,284616.467279546,False,False,True
1883,3,1,1989,181947.6428840441,False,True,False
2633,4,2,1969,284003.76941338705,True,False,False
1197,4,2,1958,90959.78932620135,True,False,False
1981,3,3,2014,198755.14636608923,False,True,False
2930,3,3,1972,370459.8290291032,True,False,False
2534,5,3,1984,348379.2664670972,True,False,False
1751,3,1,2008,270704.1541412828,True,False,False
1143,2,3,1963,168931.8286047524,False,True,False
1608,4,1,1993,189126.05140688832,False,False,True
2224,3,2,1971,218168.70814067312,False,True,False
2147,4,1,1977,199220.1955072361,False,True,False
1186,3,1,2008,129960.0168172268,False,False,True
2349,2,2,1996,281507.7449630544,False,True,False
1463,3,3,2017,169378.78481722157,False,True,False
2372,4,3,2019,248599.1076612193,False,True,False
2794,4,3,1966,411678.0284271322,True,False,False
1659,4,2,1980,119032.8829834174,False,True,False
1763,5,1,1963,230075.0498156624,False,True,False
1954,4,2,1998,122604.95616584706,False,False,True
2955,3,2,2016,296998.838109315,True,False,False
1402,2,2,1970,109470.14273140584,True,False,False
2369,2,2,1962,246212.1973150715,False,True,False
2986,3,1,1999,310583.0758590737,True,False,False
2534,5,3,2017,233756.8863821809,True,False,False
1146,3,3,1961,100102.22524595106,False,False,True
2171,4,2,1997,199324.84069986545,False,False,True
1863,5,1,2013,331026.59636098804,True,False,False
2734,3,2,1964,231041.34837459872,False,False,True
2843,5,1,1965,333530.0633743215,False,True,False
1488,2,2,2021,61092.661234490224,False,False,True
1928,3,3,1999,205778.3124412656,False,True,False
2959,3,3,1990,384570.7364514372,False,False,True
2663,2,2,1953,339772.9527372086,True,False,False
1550,5,3,1969,186745.12964093967,False,True,False
1337,2,2,1957,185559.0801900139,False,False,True
1871,5,1,2017,213894.31463154923,False,False,True
1640,3,1,1996,180978.0156828019,False,True,False
2802,5,1,1982,243011.57473076603,False,False,True
2976,5,1,1954,265075.948204332,True,False,False
1472,4,2,2017,163315.12699992972,False,True,False
2969,4,3,1990,384847.049904619,True,False,False
1150,4,1,2010,190479.19894101736,False,True,False
2438,2,3,1973,204129.2143255608,False,True,False
2321,2,2,1976,249930.1176296619,False,True,False
2634,4,3,1978,372750.474809396,False,True,False
1262,3,3,2016,189650.20106156013,True,False,False
2787,3,3,1986,308299.31208062085,True,False,False
1143,3,2,2002,95784.07401708022,False,True,False
1345,2,2,1951,165456.11841318812,False,True,False
1623,5,2,1986,236531.66553606672,True,False,False
2016,2,3,2021,212190.754931357,False,True,False
2595,4,1,2014,298280.3606844734,False,True,False
1880,5,1,1997,172765.2509259063,True,False,False
1001,3,3,1998,151917.35363762768,True,False,False
1896,2,1,1996,196497.06930440952,True,False,False
2327,2,1,1953,212603.1701695292,False,False,True
1253,4,3,1952,205827.91372135773,False,True,False
2675,3,2,1985,350608.1323068653,True,False,False
1452,2,1,1955,64055.91437875759,False,True,False
2060,2,2,1983,202645.46873652583,False,False,True
2183,5,1,2001,215636.3058238462,True,False,False
2014,2,3,1980,210336.9814886116,True,False,False
1008,5,3,1983,161063.73607289075,False,True,False
2256,2,2,1991,162732.68100454088,False,True,False
2122,3,2,1997,283190.3905839381,True,False,False
2682,4,2,2005,257018.5571445656,True,False,False
1815,3,2,1967,161315.08881199546,False,True,False
1207,4,3,1963,171344.51259950385,False,True,False
2154,2,3,2018,301758.3277786632,True,False,False
1403,3,3,2007,186512.3186615685,False,False,True
1151,5,2,2019,147961.73986336417,False,True,False
1053,4,3,2005,96856.0932254072,False,True,False
2143,4,3,2002,241976.24174705177,False,True,False
2696,2,1,2018,256546.84581714935,True,False,False
2943,4,1,2009,245612.12503446644,True,False,False
1627,4,1,1981,192616.91072899688,True,False,False
1586,4,2,1996,234537.6253437164,False,True,False
2648,2,2,1971,266525.8016301305,False,True,False
2991,3,3,1953,411274.8172102008,False,False,True
2443,2,3,1974,241617.27376623056,True,False,False
2445,5,2,2010,230463.81535562876,True,False,False
1103,4,1,1961,249885.94696430844,False,True,False
2875,4,3,1980,320712.17394718895,False,True,False
1253,3,1,1950,131536.1635751427,False,False,True
2250,4,3,2010,258681.64856947903,False,True,False
2135,3,1,1955,236721.57971005855,False,True,False
1509,4,3,1971,152417.95938444213,False,True,False
2496,4,1,1961,277449.0163566118,False,False,True
1098,2,1,1972,97639.64420350434,False,False,True
1152,2,2,1984,68864.72803706494,False,False,True
2884,5,3,1963,292602.0202390748,False,False,True
1913,3,1,1979,163126.63462798466,False,False,True
2919,5,2,1971,316117.1565885165,True,False,False
1877,2,3,1965,173591.51575437415,False,True,False
1337,3,2,2020,245240.86934782268,False,False,True
2729,2,1,1964,299136.08095898724,False,False,True
1821,3,3,1951,102620.91177154332,False,False,True
2186,4,1,1971,174740.9101274219,False,False,True
2743,5,1,2012,303839.76221234776,False,True,False
1956,5,2,1964,255500.6502956529,False,True,False
2704,3,1,1968,305226.1480002337,True,False,False
1160,5,3,1970,174048.9195625192,False,True,False
2603,2,2,1976,240369.9407103269,False,False,True
1800,5,1,1968,310732.5930169608,False,False,True
1397,3,1,1975,125680.08165265153,False,False,True
2300,5,1,1998,303253.7531069421,False,False,True
1815,5,2,2007,137931.9765937645,False,True,False
2939,2,3,2016,238181.44457414243,False,True,False
2527,4,2,1974,299144.4834011201,True,False,False
2919,2,1,1971,340122.3586828582,False,True,False
2415,5,2,1963,230193.1787231853,False,False,True
2158,5,1,1958,300494.89658879273,False,False,True
2218,4,2,1971,267560.2687840433,False,True,False
1400,4,1,1964,173748.30901295756,True,False,False
1639,2,2,1989,198112.8732028993,True,False,False
2056,4,1,2014,237224.42820565245,False,True,False
1687,2,1,2002,130383.649751031,False,True,False
1459,3,2,1980,248587.29005790915,False,True,False
1954,5,2,1959,268826.7410314462,False,False,True
2906,4,1,1983,307426.13760987023,False,True,False
1469,3,3,1986,224293.97218700784,False,True,False
2398,3,1,1962,335992.3788479656,True,False,False
2045,2,1,1987,265649.0843029641,True,False,False
1749,2,3,1994,218960.6472310992,False,False,True
2693,4,1,1959,257512.558546102,True,False,False
1037,2,2,1971,86619.3046619419,True,False,False
1229,3,2,2010,48780.11212797354,False,True,False
2388,3,3,1987,274896.26156200573,True,False,False
1562,5,1,2007,181237.83172594447,True,False,False
1437,3,2,1975,49052.37096077934,True,False,False
2799,4,1,1998,182649.2382746536,True,False,False
2306,5,3,2011,347942.00526169845,True,False,False
1026,2,2,1958,31998.01567703142,True,False,False
1225,5,3,2009,181103.2634891242,True,False,False
2300,3,1,1979,172216.0833107921,True,False,False
1797,4,1,1970,273262.8516738026,False,False,True
2632,2,1,1999,306987.05161477905,False,True,False
1283,2,3,1978,172933.77203910236,True,False,False
1878,3,2,1989,159685.44672150235,False,True,False
1959,4,3,1966,244916.4657968306,True,False,False
2504,3,2,2017,250927.64164111172,False,False,True
1452,3,1,2013,86276.33242040729,True,False,False
2019,4,1,1972,209029.94857251868,False,False,True
2852,3,3,1956,267060.0307693574,True,False,False
1815,4,2,1983,158867.81990114367,True,False,False
1658,4,1,1973,200254.7187053508,False,True,False
2539,3,1,1956,197039.39492254207,True,False,False
1546,3,3,1957,251427.1553830112,True,False,False
2215,5,3,1952,298798.8574661124,False,False,True
2072,2,2,1953,209615.3837860778,False,True,False
2535,2,1,2012,343628.22962201404,True,False,False
1016,4,2,2015,86742.69815572829,False,True,False
2195,5,2,2018,260504.83069560924,False,True,False
2243,4,2,1959,267664.3312110141,True,False,False
1157,5,3,2012,87137.890454451,True,False,False
1476,4,2,1986,217625.4427144939,True,False,False
2069,2,2,2021,179619.68105889083,True,False,False
2396,5,2,1952,304272.5427676434,True,False,False
1517,3,3,1978,180446.9392014465,False,True,False
1098,3,3,2011,96810.15543797814,False,False,True
2915,2,1,1982,293526.34787643905,False,True,False
2768,5,3,2009,333027.9076426232,True,False,False
2060,3,3,1991,261561.33142323635,False,True,False
1279,3,2,2011,60826.5300881568,False,False,True
2372,3,1,1955,278442.1634559852,False,True,False
1496,2,3,1998,123828.10360692852,True,False,False
1301,4,1,2021,88586.0572983957,True,False,False
1180,3,2,1992,134443.89746195945,True,False,False
1606,3,3,1958,136925.17083144034,False,False,True
2122,4,2,2000,234164.8909559664,True,False,False
1699,3,2,1963,150304.54943999165,True,False,False
1992,5,1,1973,240050.4959834057,True,False,False
2139,3,3,2021,277542.7034815458,True,False,False
1190,4,1,1982,197241.25178700703,False,True,False
1252,2,2,1978,101805.59807931488,True,False,False
1980,2,3,1951,197810.6222732038,False,True,False
1927,5,2,2001,172279.06490573462,False,False,True
2184,3,1,1994,205236.28390756497,False,True,False
2279,3,1,1987,206408.53323173916,False,True,False
2346,4,2,1994,279439.98438546,False,True,False
1127,4,1,1965,127174.72259461066,False,True,False
1017,5,1,1996,127458.03900892238,False,True,False
2816,5,2,1974,356063.8292210288,False,True,False
2758,3,3,2006,344787.61939305766,False,False,True
1565,3,3,1968,153282.85159103858,True,False,False
1569,5,3,1987,23125.99668198565,False,False,True
2346,2,2,2015,297939.72321022314,False,True,False
2895,2,2,1956,348536.6136271412,False,True,False
1685,2,1,1969,145096.73485398138,False,True,False
2815,2,3,1953,316533.4621599929,False,False,True
1625,5,1,1964,273166.5599546608,False,True,False
2311,4,2,2013,343467.41393072536,False,False,True
2966,2,3,2006,258865.961319416,False,True,False
1853,5,2,1999,197763.06532333908,False,True,False
2686,2,1,1966,196431.16181485064,False,False,True
1961,3,1,1965,192271.5714413316,False,False,True
2662,2,2,1952,252805.98468674356,False,False,True
1154,5,2,1994,20075.48609393928,False,False,True
1489,3,3,1993,225167.54229185847,False,True,False
2409,3,2,2011,333108.7015124155,False,True,False
1784,2,1,1958,253462.8412249309,True,False,False
2127,2,1,2009,273921.24430261354,False,True,False
2952,3,2,2006,230500.45057300347,False,True,False
2416,4,2,2010,361696.0810396887,False,True,False
2834,5,3,2013,319789.84660978575,False,True,False
1245,5,1,1966,174765.256712796,False,True,False
2199,5,1,2007,300718.816645502,True,False,False
2062,5,1,1996,261326.85093700883,False,False,True
2500,5,2,2001,363561.9094447919,False,True,False
2705,3,1,1967,251734.5890102333,False,True,False
1758,5,2,1986,280965.8950193331,False,False,True
1537,4,3,2019,110904.32560798927,False,False,True
2890,4,2,1966,335743.30890850566,True,False,False
2841,2,3,1952,276296.33685332374,True,False,False
1920,2,3,1982,222212.13213889327,True,False,False
1407,2,2,1956,221697.81574055224,False,False,True
1524,2,3,1951,223582.38488034377,False,True,False
1827,3,2,1983,206212.79258609767,False,False,True
2529,4,1,1953,214945.59477018565,False,True,False
1902,3,2,1998,152143.29657619866,False,False,True
2848,4,3,1966,376480.3015198191,False,False,True
1035,3,3,2020,135298.4456835019,False,False,True
1684,4,1,1961,160232.42030870466,False,False,True
1019,2,2,1993,70855.37071563367,False,True,False
1320,4,1,1998,183736.7270283909,False,True,False
2799,2,3,2018,388318.721111638,False,True,False
1511,4,2,1966,165073.71563418454,False,True,False
1399,3,3,1987,213210.0434161304,True,False,False
1653,5,2,2005,140382.87226040527,True,False,False
1971,4,1,2010,260495.08469184453,False,False,True
2906,3,1,1981,385304.7144909709,False,True,False
1470,5,3,2005,144254.79594351217,False,True,False
2166,3,1,1972,277469.1074047808,False,False,True
2115,5,1,2015,252361.13148515,False,False,True
2377,2,3,2016,256202.9962478454,False,False,True
1833,4,3,1954,139343.72748855263,False,True,False
2823,3,3,1972,246154.6872755705,False,True,False
1726,4,2,2000,218372.93023353268,False,True,False
2982,2,3,1974,309839.69209195976,True,False,False
1853,2,2,1973,219293.0105853752,False,False,True
1050,4,3,1979,203482.1889124172,False,True,False
2688,3,2,2000,220036.0304825068,False,False,True
2721,3,3,1979,365466.45278472325,True,False,False
1574,3,2,2021,125013.14514330492,False,False,True
2213,4,1,1995,234126.80566940556,False,True,False
2148,3,3,2006,213331.2022846543,False,False,True
1149,3,3,1978,91677.1743135704,False,True,False
1313,5,2,2011,262434.5217293376,True,False,False
1569,3,1,1978,184359.5380741188,True,False,False
2365,2,1,1986,323820.0405682337,False,True,False
1304,3,2,1989,97808.59675103222,True,False,False
2715,4,3,2004,298075.9523945043,False,False,True
1681,4,1,1975,128702.11481480266,True,False,False
1837,3,3,1976,129730.19741095706,True,False,False
2806,4,2,2000,326637.4753191202,True,False,False
2077,4,3,1971,241442.143756707,True,False,False
2002,3,1,2014,259033.5696091164,False,True,False
1443,5,2,1987,299103.33982685435,True,False,False
1612,5,1,1950,127303.85743184252,False,True,False
1992,5,3,1964,210318.9028635672,False,True,False
1263,5,3,1960,188936.21799927184,False,True,False
2076,2,2,2005,185380.12933067384,False,False,True
2595,3,1,1987,294176.3398072445,False,False,True
